recv_ts_utc,exch_ts_ms,symbol,side,size,price,raw_json
2026-08-30T00:02:28.349039Z,1788048148154,BTRUSDT,Sell,593,0.20198,"{""T"":1788048148154,""s"":""BTRUSDT"",""S"":""Sell"",""v"":""593"",""p"":""0.20198""}"
2026-08-30T00:02:35.849424Z,1788048155461,BTRUSDT,Sell,1145,0.20213,"{""T"":1788048155461,""s"":""BTRUSDT"",""S"":""Sell"",""v"":""1145"",""p"":""0.20213""}"
2026-08-30T00:06:18.338922Z,1788048378175,BICOUSDT,Sell,74727.4,0.023592,"{""T"":1788048378175,""s"":""BICOUSDT"",""S"":""Sell"",""v"":""74727.4"",""p"":""0.023592""}"
2026-08-30T00:06:54.330010Z,1788048414093,DOSUSDT,Sell,17019,0.2985,"{""T"":1788048414093,""s"":""DOSUSDT"",""S"":""Sell"",""v"":""17019"",""p"":""0.2985""}"
2026-08-30T00:11:55.838413Z,1788048715644,HNTUSDT,Buy,0.21,0.3963,"{""T"":1788048715644,""s"":""HNTUSDT"",""S"":""Buy"",""v"":""0.21"",""p"":""0.3963""}"
2026-08-30T00:15:39.988487Z,1788048939657,OUSDT,Sell,1224,0.5520,"{""T"":1788048939657,""s"":""OUSDT"",""S"":""Sell"",""v"":""1224"",""p"":""0.5520""}"
2026-08-30T00:16:11.497824Z,1788048971298,COTIUSDT,Buy,32998,0.013458,"{""T"":1788048971298,""s"":""COTIUSDT"",""S"":""Buy"",""v"":""32998"",""p"":""0.013458""}"
2026-08-30T00:16:19.349574Z,1788048978961,BTRUSDT,Sell,3000,0.20241,"{""T"":1788048978961,""s"":""BTRUSDT"",""S"":""Sell"",""v"":""3000"",""p"":""0.20241""}"
2026-08-30T00:16:21.348993Z,1788048981117,BTRUSDT,Sell,9398,0.20266,"{""T"":1788048981117,""s"":""BTRUSDT"",""S"":""Sell"",""v"":""9398"",""p"":""0.20266""}"
2026-08-30T00:16:21.348993Z,1788048981228,BTRUSDT,Sell,1814,0.20280,"{""T"":1788048981228,""s"":""BTRUSDT"",""S"":""Sell"",""v"":""1814"",""p"":""0.20280""}"
2026-08-30T00:16:21.849571Z,1788048981511,BTRUSDT,Sell,744,0.20266,"{""T"":1788048981511,""s"":""BTRUSDT"",""S"":""Sell"",""v"":""744"",""p"":""0.20266""}"
2026-08-30T00:16:23.348998Z,1788048982810,BTRUSDT,Sell,1350,0.20288,"{""T"":1788048982810,""s"":""BTRUSDT"",""S"":""Sell"",""v"":""1350"",""p"":""0.20288""}"
2026-08-30T00:16:23.849719Z,1788048983332,BTRUSDT,Sell,1234,0.20293,"{""T"":1788048983332,""s"":""BTRUSDT"",""S"":""Sell"",""v"":""1234"",""p"":""0.20293""}"
2026-08-30T00:16:23.849719Z,1788048983349,BTRUSDT,Sell,576,0.20300,"{""T"":1788048983349,""s"":""BTRUSDT"",""S"":""Sell"",""v"":""576"",""p"":""0.20300""}"
2026-08-30T00:16:28.987397Z,1788048988452,OUSDT,Sell,55,0.5592,"{""T"":1788048988452,""s"":""OUSDT"",""S"":""Sell"",""v"":""55"",""p"":""0.5592""}"
2026-08-30T00:17:01.016949Z,1788049020600,NEARUSDT,Sell,1.2,1.8840,"{""T"":1788049020600,""s"":""NEARUSDT"",""S"":""Sell"",""v"":""1.2"",""p"":""1.8840""}"
2026-08-30T00:17:33.956753Z,1788049053764,ETHUSDT,Sell,1.83,2466.73,"{""T"":1788049053764,""s"":""ETHUSDT"",""S"":""Sell"",""v"":""1.83"",""p"":""2466.73""}"
2026-08-30T00:17:33.956753Z,1788049053833,ETHUSDT,Sell,4.70,2466.91,"{""T"":1788049053833,""s"":""ETHUSDT"",""S"":""Sell"",""v"":""4.70"",""p"":""2466.91""}"
2026-08-30T00:17:35.956725Z,1788049055777,ETHUSDT,Sell,0.05,2467.20,"{""T"":1788049055777,""s"":""ETHUSDT"",""S"":""Sell"",""v"":""0.05"",""p"":""2467.20""}"
2026-08-30T00:17:41.456749Z,1788049060940,ETHUSDT,Sell,2.12,2467.38,"{""T"":1788049060940,""s"":""ETHUSDT"",""S"":""Sell"",""v"":""2.12"",""p"":""2467.38""}"
2026-08-30T00:17:42.063260Z,1788049061907,SOLUSDT,Sell,3.0,106.050,"{""T"":1788049061907,""s"":""SOLUSDT"",""S"":""Sell"",""v"":""3.0"",""p"":""106.050""}"
2026-08-30T00:17:42.066609Z,1788049061907,BTCUSDT,Sell,0.020,78497.90,"{""T"":1788049061907,""s"":""BTCUSDT"",""S"":""Sell"",""v"":""0.020"",""p"":""78497.90""}"
2026-08-30T00:17:42.456881Z,1788049061886,ETHUSDT,Sell,0.10,2469.16,"{""T"":1788049061886,""s"":""ETHUSDT"",""S"":""Sell"",""v"":""0.10"",""p"":""2469.16""}"
2026-08-30T00:17:42.456881Z,1788049061907,ETHUSDT,Sell,0.50,2470.11,"{""T"":1788049061907,""s"":""ETHUSDT"",""S"":""Sell"",""v"":""0.50"",""p"":""2470.11""}"
2026-08-30T00:17:42.456881Z,1788049061964,ETHUSDT,Sell,0.01,2468.24,"{""T"":1788049061964,""s"":""ETHUSDT"",""S"":""Sell"",""v"":""0.01"",""p"":""2468.24""}"
